nos_id,industry,title,overview,performance_criteria,knowledge_understanding,keywords,relevant_roles,ofqual_id,unit_id,unit_title,unit_description,unit_learning_outcomes,qualification_type,qualification_level,assessment_methods,sector_subject_area,awarding_organisation,total_credits,guided_learning_hours,total_qualification_time,awarding_organization,similarity_score
IMPCB124,Craft Bakery,Design and Develop Specialist Individual Dough-Based Products,"This qualification is designed for learners who are working in the baking industry, offering development of skills and knowledge required to prove competence at work.","- Review and evaluate design needs based on customer requirements  
- Formulate and record design ideas  
- Research design features, production techniques, and materials  
- Select and evaluate designs, techniques, and materials  
- Test and document findings on designs and materials  
- Present evaluations for approval  
- Ensure compliance with health, safety, food safety, and allergen requirements  
- Conduct cleaning and detection as per food safety protocols  
- Compile data to inform product specifications  
- Produce and present accurate product specifications for approval","- Health and safety, and food safety standards  
- Importance of aligning designs with customer requirements  
- Research methods for design and material selection  
- Techniques for formulating and recording ideas  
- Applications and limitations of specific techniques and materials  
- Basic design concepts (color, pattern, form, shape, texture)  
- Testing methods for designs and materials  
- Constructing and presenting product specifications  
- Copyright considerations regarding specifications  
- Proper storage of materials and understanding their characteristics",Dough; Design; Develop; Specialist; Products; Craft; Bakery; Baker,"- Specialist Bakery Operations  
- Food Production Operatives  
- Manufacturing Technologies  
- Process Operatives",600/0514/2,T/602/4602,Produce specialist individual dough based products,Learners will practically produce specialized dough-based products following industry standards.,"1. Demonstrate production of dough-based products
  - Follow standard recipes
  - Maintain quality control during production.",Occupational Qualification,Level 3,Portfolio of Evidence,Manufacturing technologies,/organisations/RN5184,27.0,132.0,270.0,FDQ Limited,0.713289039226293
IMPCB215,Craft Bakery,Design and develop specialist individual flour confectionery products,"This qualification is designed for learners who are working in the baking industry, offering development of skills and knowledge required to prove competence at work.","- Review and evaluate customer design and development needs  
- Formulate and record structured design ideas  
- Research information on design features, techniques, and materials  
- Select designs and materials for evaluation  
- Test designs, techniques, and materials  
- Evaluate and record findings  
- Present evaluation results for approval  
- Comply with health, safety, food safety, and organisational requirements  
- Clean and maintain equipment according to Food Safety procedures  
- Collate information for product specifications  
- Produce accurate product specifications and recipes  
- Confirm specifications meet organisational standards   
- Present specifications for approval and storage","- Standards of health and safety relevant to the industry  
- Importance of customer-focused design and organizational procedures  
- Methods for researching design information  
- Accurate recording of design and development ideas  
- Limitations and applications of techniques and materials  
- Use of tools and equipment for applying techniques  
- Basic design concepts (colour, pattern, shape, texture)  
- Methods of testing designs and materials  
- Constructing and presenting a product specification  
- Accessing and storing relevant records  
- Copyright considerations  
- Proper storage mechanisms for materials  
- Behaviour of materials during testing and development",Flour; Confectionery; Design; Develop; Specialist; Products; Craft; Bakery; Baker,"- Craft Bakers  
- Artisan Bakers  
- Product Development Specialists in Bakeries  
- Food Production Operatives  
- Process Operatives in Manufacturing Technologies",600/0514/2,T/602/4597,Understand how to design and develop specialist individual bakery products,This unit provides knowledge on the development and design of various bakery products.,"1. Understand the principles of product design
  - List key elements of successful product design
  - Explain the importance of market research.",Occupational Qualification,Level 3,Portfolio of Evidence,Manufacturing technologies,/organisations/RN5184,27.0,132.0,270.0,FDQ Limited,0.7132202232299889
SFSFRA1,Fire Risk Assessment,Prepare for Fire Risk Assessment,"The ProQual Level 2 Award in Foundational Fire Risk Assessment provides a nationally recognised qualification for those working in the fire risk assessment industry, predominantly in low-risk buildings. It focuses on enabling safe practices and knowledge assessment for fire risk assessors.","- Confirm the identity of the responsible person or their representative.  
- Clarify the requirements of the fire risk assessment with all relevant parties.  
- Establish reasons for conducting the assessment (e.g., scheduled reviews, changes in layout).  
- Maintain confidentiality and security of sensitive information.  
- Identify site characteristics affecting fire risk assessment.  
- Assess occupant characteristics, including special needs.  
- Review support systems for vulnerable occupants.  
- Collect information from other agencies as needed.  
- Document planned maintenance for fire safety systems.  
- Record previous fire incidents and actions taken.  
- Evaluate findings from earlier assessments and any outstanding issues.  
- Confirm existing fire safety management processes and strategies.  
- Assess site utilities' suitability for fire management.  
- Document presence of hazardous materials.  
- Verify the completeness and accuracy of existing information.  
- Ensure confidentiality per legal and industry standards.  
- Communicate assessment arrangements clearly to the responsible person.","- Effective communication methods and their importance.  
- Scope and limitations of organizational services.  
- Legal and organizational data protection requirements.  
- Identification of hazards and risks related to fire.  
- Basics of building construction and utilities.  
- Relevant legislation, standards, and health and safety practices.  
- Influence of premises characteristics and occupant profiles on fire strategies.  
- Procedures for providing clear project plans, including resources, timelines, and costs.","Fire Risk Assessment, site survey, fire safety systems, fire hazards, responsible person, occupant profiles, maintenance documentation.","- Fire Risk Assessor  
- Fire Safety Manager  
- Safety Compliance Officer",610/4732/6,T/651/3217,Practice of the Foundational Fire Risk Assessment,"This unit focuses on the practical application of foundational fire risk assessment, providing the skills necessary to conduct assessments accurately and effectively.","1. Prepare to carry out a fire risk assessment in a low-risk building.
  - Conduct appropriate pre-assessment work, including: preparing tools and equipment required for the assessment, gathering appropriate pre-assessment information, liaising with appropriate third-party organisations, and identifying resource requirements.
  - Produce a plan for conducting the fire risk assessment.
2. Conduct a fire risk assessment of a low-risk building.
  - Use appropriate guidance, codes and standards to complete the risk assessment.
  - Identify existing fire safety arrangements and control measures, including strengths and weaknesses of current arrangements.
  - Identify the risks present within the premises.
3. Communicate effectively with relevant stakeholders while carrying out a fire risk assessment.
  - Use appropriate and effective methods of communication in collaboration with others, including verbal, written, and electronic communications.
  - Comply with the requirements of data protection and commercial sensitivity in all communication, in accordance with the appropriate legislation and professional standards.
  - Produce fire risk assessment reports in line with organisational requirements.
4. Demonstrate appropriate and professional behaviour.
  - Identify, declare and manage perceived or actual conflicts of interest in accordance with organisational requirements.
  - Work in a professional and ethical manner, ensuring reliability, trustworthiness, accuracy, objectivity, and respect for confidentiality and diversity.",Vocationally-Related Qualification,Level 2,Portfolio of Evidence,Building and construction,/organisations/RN5334,8.0,40.0,80.0,ProQual Awarding Body,0.7127665597484346
COSVR69,Plastering (Construction),Lay sand and cement screeds,"This qualification is vocationally based and offers the opportunity for learners to demonstrate an achievement of practical skills, understanding, and knowledge in plastering to enable progression to employment in the construction sector.","- P1: Interpret work-related information and confirm its relevance.  
- P2: Comply with legislation and guidance for safe work practices.  
- P3: Select appropriate quantity and quality of resources for work methods.  
- P4: Follow organizational procedures to minimize risk of damage.  
- P5: Execute work according to contract specifications efficiently.  
- P6: Complete tasks within allocated timeframes.","- K1: Understand organizational procedures for reporting issues with information/resources.  
- K2: Interpret types of information relevant to the work.  
- K3: Knowledge of safe work practices and emergency responses.  
- K4: Understanding of resource selection criteria, including quality and defects.  
- K5: Know the importance of protecting work from damage and proper waste disposal.  
- K6: Familiarity with contract specifications and equipment maintenance.  
- K7: Ability to work within time constraints and schedule adherence.","- Floor-screeds  
- Drainage-outlets  
- Form-skirtings  
- Damp proof membranes  
- Screed-rails  
- Ready mixed screeds","- Plasterers  
- Construction operatives  
- Supervisors  
- Managers",610/1069/8,O/A/618/0883,Forming Sand and Cement Screeds,Techniques for forming sand and cement screeds in construction.,"1. Demonstrate ability in forming sand and cement screeds.
  - Mix sand and cement to appropriate ratios.
  - Employ techniques for screed formation.",Vocationally-Related Qualification,Level 2,"Coursework, Multiple Choice Examination, Observation, Practical Examination, Project",Building and construction,/organisations/RN5194,50.0,490.0,500.0,NOCN,0.7122759623516709
SKAATH15,African Type Hair Hairdressing Standards,Set and Dress African Type Hair,This qualification is aimed at individuals looking to start a career as a hairdresser and covers a wide range of skills and knowledge required for the hairdressing industry.,"- Maintain effective and safe working methods.  
- Set hair using appropriate techniques and products.  
- Dress hair to achieve the desired look and style.  
- Provide aftercare advice to clients.","- Salon and legal requirements for client preparation and hygiene.  
- Safe working practices and techniques for setting and dressing hair.  
- Knowledge of tools, products, and their specific uses.  
- Understanding of various setting and dressing techniques, including winding methods.  
- Communicative skills for advising clients on hair maintenance.","African type hair, setting techniques, dressing techniques, vertical roll, hygiene, products, tools.","- Hairdressers  
- Hair stylists  
- Beauty technicians  
- Personal service occupations related to hairdressing.",500/9051/3,A/001/0013,Style and Finish African Type Hair,Specialized techniques for styling and finishing African hair types.,"1. Demonstrate techniques for African type hair.
  - Identify hair type characteristics.
  - Apply styling techniques suitable for African hair.",Vocationally-Related Qualification,Level 2,Practical Demonstration/Assignment,Service enterprises,/organisations/RN5217,54.0,470.0,540.0,City and Guilds of London Institute,0.7122644175868557
IMPCB215,Craft Bakery,Design and develop specialist individual flour confectionery products,"This qualification is designed for learners who are working in the baking industry, offering development of skills and knowledge required to prove competence at work.","- Review and evaluate customer design and development needs  
- Formulate and record structured design ideas  
- Research information on design features, techniques, and materials  
- Select designs and materials for evaluation  
- Test designs, techniques, and materials  
- Evaluate and record findings  
- Present evaluation results for approval  
- Comply with health, safety, food safety, and organisational requirements  
- Clean and maintain equipment according to Food Safety procedures  
- Collate information for product specifications  
- Produce accurate product specifications and recipes  
- Confirm specifications meet organisational standards   
- Present specifications for approval and storage","- Standards of health and safety relevant to the industry  
- Importance of customer-focused design and organizational procedures  
- Methods for researching design information  
- Accurate recording of design and development ideas  
- Limitations and applications of techniques and materials  
- Use of tools and equipment for applying techniques  
- Basic design concepts (colour, pattern, shape, texture)  
- Methods of testing designs and materials  
- Constructing and presenting a product specification  
- Accessing and storing relevant records  
- Copyright considerations  
- Proper storage mechanisms for materials  
- Behaviour of materials during testing and development",Flour; Confectionery; Design; Develop; Specialist; Products; Craft; Bakery; Baker,"- Craft Bakers  
- Artisan Bakers  
- Product Development Specialists in Bakeries  
- Food Production Operatives  
- Process Operatives in Manufacturing Technologies",600/0514/2,K/602/4600,Design and develop specialist individual dough based products,"This unit allows learners to create and refine specialized dough-based products, focusing on the development process.","1. Design innovative dough-based products
  - Research current market trends
  - Generate product ideas and concepts.",Occupational Qualification,Level 3,Portfolio of Evidence,Manufacturing technologies,/organisations/RN5184,27.0,132.0,270.0,FDQ Limited,0.7121585448579196
MPQVG05,Mine Ventilation and Ground Control Engineering,Design mine auxiliary ventilation systems,"This qualification is specifically designed for the officers in Mines Rescue Services, confirming competence in an occupational role to the required standards.","- Identify locations requiring auxiliary ventilation  
- Determine appropriate equipment or systems for required ventilation  
- Ensure compliance of designs and systems with regulatory and organizational requirements  
- Conduct measurements and calculations for auxiliary ventilation systems  
- Commission installed equipment  
- Perform ongoing measurements and calculations as per organizational schedules","- Knowledge of mine auxiliary ventilation systems and equipment  
- Understanding of auxiliary ventilation techniques and their interaction  
- Compatibility of auxiliary ventilation with main mine ventilation systems  
- Techniques for measuring and calculating ventilation requirements  
- Procedures for addressing non-functional systems or equipment  
- Drafting rules for auxiliary ventilation  
- Legislative requirements for auxiliary ventilation systems and operations  
- Organizational procedures for ventilation arrangements approval and amendments",mine; mining; ventilation; gas; sampling; measurement; calculation; monitoring; atmosphere; environment; testing; fans,Manager in Mining; Mine Ventilation Engineer; Mine Ventilation Technician; Mine Engineer; Mine Mechanical Technician,610/2911/7,F/650/7598,Establish Ventilation for Mines Rescue,Covers procedures for establishing ventilation in rescue situations.,"1. Understand ventilation requirements in mine rescue.
  - Design ventilation systems for safety.
  - Implement ventilation measures effectively.",Occupational Qualification,Level 4,"Observation, Portfolio of Evidence, Practical Demonstration/Assignment, Professional Discussion",Manufacturing technologies,/organisations/RN5195,121.0,352.0,1176.0,MP Awards,0.7119676419184581
IMPEM164K,Engineering Maintenance in Food Manufacture,Understand how to carry out preventative planned maintenance on instrumentation and control equipment used in food and drink operations,This qualification is designed to develop and assess the skills and knowledge of maintenance engineering learners in the food and drink sector and to prepare them for employment or further study.,"- Ability to implement preventative planned maintenance.  
- Ensure compliance with health and safety regulations during maintenance.  
- Report further investigation or maintenance needs post-activity.  
- Apply safety precautions, including isolating equipment.","- Health and safety requirements in food safety contexts.  
- Isolation and lock-off procedures.
- British Retail Consortium guidelines.
- Knowledge of Hazard Analysis and Critical Control Points (HACCP).
- Electrical safety principles (hazardous voltage, shock recognition).
- Tools and equipment safety (using insulated tools, PPE requirements).
- Calibration methods for instruments.
- Maintenance schedules (condition-based, scheduled, TPM).
- Documentation for maintenance activities (drawings, manuals).
- Procedures for waste disposal and handling consumables.",Food and drink; engineering; manufacturing; maintenance; health and safety; hazards at work; COSHH regulations; risk assessment; workplace H&S regulations; personal protection.,"- Maintenance Engineer  
- Food Production Operatives",610/1418/7,M/650/3983,Principles of safety and environmental regulations in food and drink sector,Understanding the safety and environmental regulations relevant to the food and drink sector.,"1. Understand the importance of safety and environmental regulations.
  - Describe key safety regulations.
  - Identify environmental practices in the engineering sector.",Occupational Qualification,Level 3,"Coursework, Portfolio of Evidence, Practical Demonstration/Assignment, Presentation and Questioning, Professional Discussion, Project",Manufacturing technologies,/organisations/RN5184,240.0,1187.0,2400.0,FDQ Limited,0.7119430461137211
IMPEM153S,Engineering Maintenance in Food Manufacture,Maintain instrumentation and control systems used in food and drink operations,This qualification is designed to develop and assess the skills and knowledge of maintenance engineering learners in the food and drink sector and to prepare them for employment or further study.,"- Work safely, complying with health and safety regulations.  
- Follow maintenance schedules to perform tasks.  
- Conduct maintenance within personal authority limits.  
- Execute activities in the correct sequence and time frame.  
- Report unmet maintenance activity instances and identified defects.  
- Maintain accurate maintenance records and transfer them appropriately.  
- Dispose of waste safely according to approved procedures.","- Understand maintenance procedures and practices.  
- Plan maintenance to minimize process disruptions.  
- Utilize company and/or manufacturer documentation accurately.  
- Follow risk assessment and safety regulations.  
- Ensure proper isolation and decontamination procedures.  
- Record maintenance results and report defects.  
- Employ various instrumentation testing and calibration equipment.",Food and Drink; Engineering; manufacturing; maintenance; instruments; control system; pressure control; flow control; temperature control; fire detection; gas detection.,"- Maintenance Engineer  
- Food Production Operatives",610/1418/7,D/650/3988,Perform engineering maintenance operations in the food and drink sector,Skills in conducting maintenance operations within the sector.,"1. Conduct engineering maintenance operations effectively.
  - Demonstrate safe maintenance procedures.
  - Complete tasks within specified guidelines.",Occupational Qualification,Level 3,"Coursework, Portfolio of Evidence, Practical Demonstration/Assignment, Presentation and Questioning, Professional Discussion, Project",Manufacturing technologies,/organisations/RN5184,240.0,1187.0,2400.0,FDQ Limited,0.7118173017571743
PPL1GEN8,"Drinks Dispense Systems, Food Production and Cooking, Hospitality - Generics",Maintain Basic Food Safety in Catering,This qualification allows candidates to learn and develop the knowledge required for employment and/or career progression in the Hospitality and Catering sector.,"- Maintain personal health and hygiene  
- Follow organizational standards for attire  
- Treat cuts and report illnesses promptly  
- Wash hands in accordance with procedures  
- Clean surfaces and equipment continuously  
- Dispose of waste properly  
- Handle food to prevent contamination  
- Store food at appropriate temperatures","- Responsibilities under food safety legislation  
- Importance of maintaining hygiene and safety  
- Sources of information on hygiene and food safety  
- General hygiene rules, including hand washing  
- Importance of appropriate clothing and personal hygiene  
- Management of cuts and wounds  
- Separation of raw and cooked food  
- Handling allergenic foods  
- Correct cooking and storage temperatures  
- Cleaning procedures and their significance","food safety, hygiene, catering, waste disposal, personal health","Team Member, Waiter/Waitress, Bar Staff, Cook, Chef, Kitchen Assistant, Housekeeper, Room Attendant, Chamber Maid, Receptionist, Drinks Dispense Technician, Maintenance Team Technician",600/6642/8,H/502/0390,The principles of food safety management for catering,This unit has been devised to assess the candidates’ ability to understand the principles of food safety management and controls.,"1. Understand how food business operators can ensure compliance with food safety legislation.
  - explain food business operator and staff responsibilities with regard to food safety legislation
  - analyse the requirements of food safety legislation and procedures for compliance and enforcement.
2. Understand the operational requirements needed to ensure food safety
  - explain how the design, layout, construction and maintenance of premises and equipment can affect food safety
  - discuss the implementation, management and application of good hygiene practices, to include cleaning, disinfection and pest control
  - explain procedures for supplier and stock control
  - describe operational methods and safe working practices.
3. Understand how to establish food safety management procedures
  - outline processes for designing and implementing food safety management procedures, including allocating resources, roles and responsibilities
  - analyse the risks to food safety from microbial, physical, chemical and allergenic hazards in a specified food business
  - communicate food safety management information to staff, visitors and suppliers
  - state the need for, and benefits of, staff training and the maintenance of training records.
4. Understand the controls required for food safety
  - review controls for microbial, physical, chemical and allergenic hazards in a specified food business
  - discuss methods for monitoring and recording food safety hazards
  - determine the corrective actions required if food safety hazards are not controlled.
5. Understand how to maintain food safety management procedures
  - explain methods for verifying the effectiveness of food safety management procedures
  - describe circumstances that require adjustment of food safety management procedures
  - describe how to implement adjustments to food safety management procedures
  - outline strategies for developing and maintaining a food safety culture within an organisation",Vocationally-Related Qualification,Level 4,Practical Demonstration/Assignment,Hospitality and catering,/organisations/RN5217,37.0,231.0,370.0,City and Guilds of London Institute,0.7116385346208469
SFHEC19,"Emergency, Urgent and Scheduled Care",Perform manual external defibrillation on an adult or older person,This qualification ensures that learners are able to provide Basic Life Support and use an Automated External Defibrillator competently.,"- Establish an open airway and ensure adequate oxygenation.  
- Accurately identify the rhythm/arrhythmia early.  
- Initiate alternative measures for cardiac output before defibrillation if needed.  
- Evaluate and address potential causes that could affect defibrillation.  
- Determine interventions for optimal outcomes based on assessments.  
- Prepare the individual and equipment for interventions, ensuring privacy and dignity.  
- Properly position electrodes, pads, and paddles for effective defibrillation.  
- Apply appropriate defibrillation levels within optimal time frames.  
- Assess the effectiveness of defibrillation attempts considering myocardial stunning.  
- Provide continuous life support, including drug administration as necessary.  
- Record intervention details accurately and comply with safety protocols.","- Policies for summoning assistance and recording advanced life support.  
- Relevant legislation regarding confidentiality and individual rights.  
- Anatomy and physiology of respiratory and circulatory systems.
- Understanding of cardiac arrest conditions and appropriate resuscitation techniques.  
- Procedures for securing airways and administering drugs effectively.  
- Impact of age on response and condition treatment.  
- Monitoring procedures and infection control measures.","- Emergency care  
- Scheduled care  
- Urgent care  
- Manual defibrillation  
- Advanced life support  
- Cardiac rhythm","- Emergency Medical Technicians  
- Paramedics  
- Nurses in emergency care settings  
- Healthcare professionals involved in resuscitation procedures",610/0217/3,A/650/0853,Basic Life Support and Using an Automated External Defibrillator,"This unit provides learners with the knowledge, understanding and skills required to provide basic life support and use an Automated External Defibrillator effectively.","1. Be able to manage an unresponsive casualty who is breathing normally
  - Assess the scene for danger.
  - Assess a casualty’s level of consciousness.
  - Open a casualty’s airway and check for breathing.
  - Place an unresponsive casualty in the recovery position.
2. Be able to manage an unresponsive casualty who is not breathing normally
  - Assess the scene for danger.
  - Assess a casualty’s level of consciousness.
  - Open a casualty’s airway and check for breathing.
  - Recognise the need to commence Cardiopulmonary Resuscitation and know how to perform CPR using a manikin.
3. Know how to safely use an Automated External Defibrillator
  - Identify how to use an AED.
  - Be able to list the differences in procedures when using an AED on an adult and a child.
4. Be able to safely use an Automated External Defibrillator
  - Demonstrate correct placement of the AED electrodes on a manikin.
  - Follow any AED voice prompts accurately.
  - Combine using an AED and CPR with minimal interruptions.
  - Deliver an AED shock safely.
  - State the procedures if the casualty is starting to show signs of life and breathe normally on their own.
  - State the information that would be required when handing over the casualty to a member of an emergency team or a public.",Vocationally-Related Qualification,Level 2,Practical Demonstration/Assignment,Health and social care,/organisations/RN5194,1.0,4.0,5.0,NOCN,0.7113959349679068
SKAD62,Sports Development,Support the development of sport and physical activity in education,"This qualification qualifies learners to work in a sports development role in a sports or community setting, confirming their competence in an occupational role to the standards required.","- Develop knowledge of the educational community and establish working relationships  
- Assist communities in planning and organizing participation opportunities  
- Evaluate and ensure the sustainability of participation and progression opportunities","- The impact of sport on educational achievement  
- Strategies for inclusive participation  
- Relationships between physical activity and child well-being  
- Educational community structures and policies  
- Effective communication and relationship-building with key stakeholders  
- Models of effective educational delivery for sports","active leisure, learning, education, community, develop, knowledge, understand, plan, organise, opportunity, participation, sport, physical activity, progression, help, support","- Sports Development Officers  
- Educational Coordinators  
- Community Sports Leaders  
- Leisure and Recreation Managers  
- PE Teachers  
- Sports Coaches",600/4301/5,J/503/0653,Support the development of sport and physical activity in education,This unit covers the knowledge and competence that the learner needs to support the development of sport and physical activity in education.,"1. Know how to support development in sport and physical activity in education
  - Explain effective strategies for equality, diversity and inclusion
  - Summarise ways of using information to improve sport provision",Occupational Qualification,Level 3,"Portfolio of Evidence, Practical Demonstration/Assignment","Sport, leisure and recreation",/organisations/RN5216,64.0,274.0,640.0,1st4sport,0.7113934258101309
IMPEM169S,Engineering Maintenance in Food Manufacture,Assist in the installation of instrumentation and control equipment used in food and drink operations,This qualification is designed to develop and assess the skills and knowledge of maintenance engineering learners in the food and drink sector and to prepare them for employment or further study.,"- Work safely following health and safety regulations.  
- Follow relevant installation instructions/documentation.  
- Use appropriate tools and ensure they are in safe condition.  
- Assist in the installation, positioning, and securing of equipment.  
- Check installations and make necessary adjustments according to specifications.  
- Address problems within your control and report those that can't be solved.  
- Dispose of waste items safely and sustainably.  
- Help complete installation documentation.","- Understand procedures for risk assessment and safety regulations (HACCP, COSHH, etc.).  
- Familiarity with installation methods for various control equipment (pressure, flow, temperature monitoring, etc.).  
- Knowledge of using tools and performing checks for installation integrity.  
- Ability to recognize and address malfunctions during installation.  
- Awareness of compliance with standards and documentation processes.",Food and Drink; Installation; Mechanical Equipment; Tools and Equipment; Techniques; Control Equipment.,"- Maintenance Engineer  
- Food Production Operatives",610/1418/7,T/650/3985,"Install, commission checks and decommission electrical equipment in food and drink sector engineering",Skills for installing and maintaining electrical equipment in the food and drink sector.,"1. Install and maintain electrical systems effectively.
  - Conduct installation checks and decommission equipment safely.",Occupational Qualification,Level 3,"Coursework, Portfolio of Evidence, Practical Demonstration/Assignment, Presentation and Questioning, Professional Discussion, Project",Manufacturing technologies,/organisations/RN5184,240.0,1187.0,2400.0,FDQ Limited,0.7112571486560681
PROMR19,Mines Rescue Operations,Control activities at the rescue station,"This qualification is specifically designed for the officers in Mines Rescue Services, confirming competence in an occupational role to the required standards.","- Instigate emergency call out procedures  
- Maintain a station log and incident attendance sheet  
- Establish and maintain communication with relevant staff  
- Ensure vehicles are equipped and ready for use  
- Confirm stock levels of oxygen and other consumables  
- Manage preparation for return of used equipment  
- Update mine operational information regularly  
- Ensure specialist equipment is ready for transport  
- Maintain personnel rota for operations  
- Communicate needs for additional manpower/equipment  
- Control non-emergency activities  
- Ensure relevant records are completed appropriately  
- Organize deliveries outside of normal working hours  
- Respond promptly to changes in circumstances","- Objectives and scope of mines rescue work  
- Mine management structure, especially during emergencies  
- Emergency turnout procedures and roles from duty cards  
- Personal and others' responsibilities during emergencies  
- Legislative and organizational procedures during emergencies  
- Effective communication practices  
- Transportation arrangements for personnel and equipment  
- Establishment of control centers and incident logs  
- Reporting and recording procedures  
- Succession planning and task allocation  
- External resource utilization for rescue  
- Competency checks for rescue workers  
- Equipment servicing and maintenance procedures  
- First aid arrangements and physical limitations of personnel  
- Procedures for media interaction  
- Adaptability to changing circumstances","mines, mining, rescue, underground, operations, hazards, emergency","- Coal mine operatives  
- Quarry workers  
- Managers in mining and energy  
- Mines Rescue Operations personnel",610/2911/7,Y/650/7602,Respond to Underground Mine Emergency,Details response procedures for underground emergencies in mines.,"1. Effectively respond to underground emergencies.
  - Evaluate emergency situations quickly.
  - Coordinate rescue operations.",Occupational Qualification,Level 4,"Observation, Portfolio of Evidence, Practical Demonstration/Assignment, Professional Discussion",Manufacturing technologies,/organisations/RN5195,121.0,352.0,1176.0,MP Awards,0.7109663713976632
PPLRPVD27,Road Passenger Vehicle Driving,Provide a service to customers using a wheelchair in an accessible taxi or private hire vehicle,The Level 2 Certificate in Introduction to the Role of the Professional Taxi and Private Hire Driver is designed to provide learners with the essential knowledge and skills needed for professional development in taxi and private hire driving.,"- Correctly deploy, use, and stow boarding aids (e.g., ramps).  
- Check the ramp incline for safe entry and exit.  
- Maneuver a wheelchair safely into and out of the vehicle.  
- Secure the wheelchair and occupant using appropriate restraints.  
- Ensure customers are safe and secure before moving the vehicle.  
- Assist with transferring from wheelchair to vehicle, including assessing and discussing customer capabilities.  
- Inspect wheelchairs for stability before transfers.  
- Use the correct disability aids for transfers.","- Knowledge of specialist equipment in accessible vehicles.  
- Importance of regular inspections and risk assessments.  
- Access to manufacturer's instructions for assistive products.  
- Safe working loads and limits of equipment.  
- Procedures for securing wheelchairs during transport.  
- Handling defective passenger-safety equipment.  
- Strategies for managing schedule deviations and customer boarding issues.","taxi, private hire, passenger, wheelchair, legislation","- Taxi Drivers  
- Private Hire Vehicle Drivers  
- Transport Drivers and Operatives  
- Transportation Operations and Maintenance Personnel",603/3979/2,L/617/3985,Taxi and Private Hire: Mobility and Wheelchair Assistance,This unit provides knowledge and skills to assist passengers with mobility challenges and the use of wheelchairs.,"1. Demonstrate effective techniques for assisting wheelchair users safely.
  - Transport passengers using wheelchairs in vehicles safely.
  - Assist passengers with mobility concerns competently.",Occupational Qualification,Level 2,"Multiple Choice Examination, Practical Demonstration/Assignment",Transportation operations and maintenance,/organisations/RN5167,16.0,82.0,160.0,Scottish Qualifications Authority trading as SQA,0.710920830357596
IMPPO228,Food Manufacture,Bake,"This qualification is designed for learners who are working in the baking industry, offering development of skills and knowledge required to prove competence at work.","- Bake products to specification using required operational procedures  
- Check baked products against production schedule and specifications  
- Inspect products to ensure compliance with specifications  
- Take corrective actions for products that do not meet specifications  
- Store products at the correct temperatures  
- Comply with health, safety, and hygiene requirements  
- Confirm products are ready for glazing or decorating  
- Ensure finishing materials and methods meet specified standards  
- Verify finished products comply with specifications before the next processing stage  
- Make sufficient products available to meet production needs  
- Manage waste materials according to operational requirements","- Factors affecting baking (temperature, time, humidity, weight, shape)  
- Changes to products during baking  
- Importance of proper cooling conditions  
- Types of finishing materials and their application  
- Handling and application of glazes and decorative materials  
- Procedures for assessing product quality  
- Recognition of products failing to meet specifications and appropriate actions  
- Legal and operational requirements impacting practices  
- Reporting procedures  
- Role of factory digitization in the production process","Food, drink, manufacturing, operations, bake-off, products, sale","- Manufacturing Technologies  
- Plant and Machine Operatives  
- Process Operatives  
- Process, Plant and Machine Operatives",600/0514/2,H/602/4613,Understand how to control production of bakery products,This unit covers the essential knowledge required for controlling the production of bakery products.,"1. Know the key factors influencing bakery production
  - Describe factors affecting production efficiency
  - Explain quality control procedures.",Occupational Qualification,Level 3,Portfolio of Evidence,Manufacturing technologies,/organisations/RN5184,27.0,132.0,270.0,FDQ Limited,0.7107384691570279
